day_type,direction,seg_idx,segmentId,streetName,frc,speedLimit,seg_distance,cum_dist_start,cum_dist_mid,cum_dist_end,hour,harm_avg_speed,avg_speed,median_speed,std_speed,avg_tt,median_tt,std_tt,tt_ratio,sample_size,norm_sample,p5,p15,p25,p50,p75,p85,p90,p95
Festivi,GRA,30,-13800006851951,Corso di Francia,2,50,30.98,1569.4900000000002,1584.9800000000002,1600.4700000000003,23,12.5,37.8,38.0,25.1,8.91,2.93,12.48,1.14,1726,0.484,3,5,14,38,58,66,70,78
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,0,32.6,39.5,37.0,14.9,7.25,6.39,4.88,1.0,3009,0.8438,18,26,29,37,49,56,60,66
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,1,30.3,41.0,39.0,17.4,7.81,6.06,11.1,1.08,2503,0.7019,13,24,29,39,52,60,64,72
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,2,31.6,43.3,40.0,19.2,7.5,5.91,7.39,1.03,1564,0.4386,13,26,30,40,56,64,70,78
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,3,29.8,45.2,43.0,20.9,7.93,5.5,10.83,1.09,939,0.2633,11,26,31,43,59,67,74,82
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,4,25.3,40.5,38.0,19.7,9.35,6.22,18.53,1.29,1059,0.297,10,22,28,38,52,60,67,78
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,5,28.6,41.2,40.0,19.4,8.26,5.91,9.59,1.14,473,0.1326,11,21,27,40,52,61,66,78
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,6,28.7,45.3,43.0,23.1,8.25,5.5,9.28,1.14,248,0.0695,9,23,28,43,64,70,76,84
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,7,34.3,48.9,50.0,21.7,6.9,4.73,7.53,0.95,416,0.1167,13,27,31,50,64,73,77,83
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,8,35.4,48.6,48.0,19.7,6.69,4.93,7.64,0.92,719,0.2016,16,29,33,48,62,70,74,82
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,9,33.8,45.4,43.0,18.8,7.01,5.5,6.91,0.97,1093,0.3065,14,28,32,43,59,66,71,76
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,10,34.6,43.1,40.0,16.8,6.84,5.91,5.3,0.94,1692,0.4745,18,28,31,40,54,62,67,73
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,11,33.7,41.6,39.0,16.0,7.01,6.06,4.88,0.97,2124,0.5956,18,27,30,39,52,60,64,70
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,12,27.8,38.6,37.0,16.7,8.51,6.39,8.89,1.17,2556,0.7168,11,22,28,37,49,56,61,68
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,13,32.9,41.8,40.0,16.2,7.18,5.91,6.74,0.99,2272,0.6371,17,27,31,40,53,59,64,70
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,14,33.7,43.3,41.0,17.3,7.02,5.77,6.39,0.97,1750,0.4907,17,27,31,41,56,63,68,74
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,15,33.0,42.3,40.0,16.4,7.18,5.91,6.19,0.99,2031,0.5695,17,27,31,40,53,61,65,71
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,16,32.1,40.3,38.0,15.5,7.37,6.22,5.97,1.02,2095,0.5875,16,26,30,38,50,57,61,68
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,17,29.4,37.9,36.0,15.2,8.04,6.57,6.82,1.11,2310,0.6478,14,24,28,36,47,54,59,66
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,18,29.5,38.3,36.0,15.3,8.02,6.57,7.57,1.11,2437,0.6834,14,23,28,36,48,55,60,65
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,19,30.6,38.2,36.0,14.5,7.74,6.57,6.3,1.07,2423,0.6795,16,24,28,36,48,54,59,64
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,20,29.8,38.7,37.0,15.9,7.95,6.39,8.24,1.1,2169,0.6082,15,24,28,37,48,56,61,67
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,21,31.4,41.1,39.0,17.2,7.53,6.06,6.95,1.04,1486,0.4167,15,26,30,39,52,60,65,73
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,22,33.1,42.5,40.0,16.9,7.14,5.91,6.52,0.98,1498,0.4201,16,26,31,40,54,61,65,73
Festivi,GRA,31,-13800006771004,Corso di Francia,2,50,65.7,1600.4700000000003,1633.3200000000002,1666.1700000000003,23,32.5,41.5,38.0,17.3,7.29,6.22,5.94,1.0,1736,0.4868,15,26,30,38,52,61,66,73
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,0,29.7,37.8,37.0,14.4,0.87,0.7,1.09,1.0,3566,1.0,16,24,28,37,46,52,56,63
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,1,26.5,39.9,39.0,16.8,0.98,0.66,2.0,1.12,2880,0.8076,14,23,29,39,49,57,61,70
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,2,34.6,44.3,43.0,17.2,0.75,0.6,0.71,0.86,1728,0.4846,18,28,33,43,55,62,68,75
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,3,34.2,47.0,45.0,18.9,0.75,0.57,0.92,0.87,1017,0.2852,16,29,35,45,58,67,73,79
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,4,29.8,42.5,41.0,18.4,0.87,0.63,1.64,1.0,1132,0.3174,13,26,30,41,53,60,66,76
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,5,31.2,43.3,43.0,18.6,0.83,0.6,0.93,0.95,540,0.1514,14,24,31,43,53,61,68,77
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,6,35.1,45.3,42.0,19.6,0.73,0.61,0.55,0.85,327,0.0917,18,26,31,42,58,67,73,81
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,7,38.0,48.1,47.0,18.8,0.68,0.55,0.64,0.78,501,0.1405,20,29,34,47,60,69,74,79
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,8,36.8,46.5,45.0,17.7,0.7,0.57,0.63,0.81,852,0.2389,20,29,33,45,58,65,69,78
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,9,35.4,44.4,43.0,17.0,0.73,0.6,0.61,0.84,1284,0.3601,18,28,33,43,55,62,67,73
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,10,32.4,41.5,40.0,15.6,0.8,0.65,1.22,0.92,1986,0.5569,18,26,31,40,51,58,64,70
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,11,31.2,39.8,39.0,14.9,0.83,0.66,1.09,0.95,2472,0.6932,18,25,30,39,49,55,59,67
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,12,24.8,36.7,36.0,15.7,1.04,0.72,2.05,1.2,2997,0.8404,12,21,26,36,46,52,57,64
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,13,29.8,39.5,38.0,15.4,0.87,0.68,1.18,1.0,2721,0.763,16,24,29,38,48,56,60,65
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,14,32.9,42.3,41.0,15.8,0.79,0.63,1.0,0.9,2052,0.5754,19,27,32,41,51,59,64,70
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,15,33.1,40.8,40.0,14.9,0.78,0.65,0.73,0.9,2367,0.6638,18,26,31,40,50,57,61,68
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,16,31.2,38.6,37.0,14.2,0.83,0.7,0.82,0.95,2483,0.6963,17,25,29,37,46,53,57,65
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,17,25.1,36.0,35.0,14.7,1.03,0.74,2.13,1.19,2684,0.7527,14,21,26,35,45,51,55,61
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,18,26.6,36.2,35.0,14.8,0.97,0.74,1.48,1.12,2873,0.8057,14,22,26,35,45,52,56,63
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,19,26.6,36.0,35.0,13.9,0.97,0.74,1.53,1.12,2885,0.809,14,22,27,35,45,51,54,61
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,20,27.7,36.3,35.0,15.1,0.93,0.74,1.01,1.07,2603,0.7299,14,21,26,35,45,52,57,64
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,21,30.6,40.1,39.0,15.9,0.84,0.66,0.96,0.97,1801,0.505,17,25,30,39,49,56,61,70
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,22,31.6,41.7,41.0,15.7,0.82,0.63,1.05,0.94,1810,0.5076,18,26,31,41,51,57,62,69
Festivi,GRA,32,-13800007410845,Corso di Francia,2,50,7.17,1666.1700000000003,1669.7550000000003,1673.3400000000004,23,31.6,41.5,40.0,16.1,0.82,0.65,1.37,0.94,2013,0.5645,18,26,31,40,49,58,63,72
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,0,21.4,35.9,36.0,15.4,3.68,2.19,6.04,1.0,3562,0.9989,8,22,26,36,45,51,55,62
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,1,22.2,38.3,38.0,17.5,3.56,2.08,6.2,0.97,2882,0.8082,8,21,27,38,49,56,61,68
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,2,28.0,43.0,42.0,18.0,2.82,1.88,4.32,0.76,1730,0.4851,13,25,32,42,55,62,67,74
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,3,30.1,45.6,45.0,19.6,2.62,1.75,3.58,0.71,1014,0.2844,13,25,34,45,58,66,72,79
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,4,25.2,40.7,39.0,19.5,3.12,2.02,5.83,0.85,1131,0.3172,10,20,27,39,53,60,66,74
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,5,28.5,41.9,42.0,19.7,2.77,1.88,2.95,0.75,540,0.1514,10,20,27,42,54,61,68,77
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,6,25.5,43.0,41.0,20.7,3.09,1.92,4.82,0.84,326,0.0914,9,21,28,41,58,66,71,78
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,7,30.2,46.7,47.0,19.4,2.61,1.68,4.38,0.71,501,0.1405,17,26,33,47,59,68,73,78
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,8,31.7,45.6,45.0,18.4,2.49,1.75,3.43,0.68,849,0.2381,16,28,33,45,58,65,69,77
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,9,27.2,42.8,42.0,17.8,2.9,1.88,4.67,0.79,1283,0.3598,12,26,31,42,54,60,65,72
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,10,25.4,39.7,39.0,16.4,3.11,2.02,4.82,0.84,1989,0.5578,11,24,29,39,50,57,62,68
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,11,23.8,38.0,38.0,15.7,3.32,2.08,5.48,0.9,2469,0.6924,11,23,28,38,47,54,58,64
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,12,19.8,35.0,35.0,16.3,3.99,2.25,6.48,1.08,2993,0.8393,7,18,25,35,45,51,56,62
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,13,22.2,37.8,38.0,16.3,3.55,2.08,5.95,0.96,2715,0.7614,8,22,28,38,48,54,58,64
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,14,26.2,40.8,40.0,16.6,3.01,1.97,4.8,0.82,2052,0.5754,13,26,30,40,50,58,63,69
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,15,24.1,38.9,38.0,15.9,3.27,2.08,5.49,0.89,2359,0.6615,11,23,29,38,49,55,60,66
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,16,24.3,36.9,36.0,14.9,3.25,2.19,5.05,0.88,2475,0.6941,12,23,28,36,46,51,56,63
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,17,19.4,34.0,34.0,15.4,4.07,2.32,7.48,1.11,2675,0.7501,6,19,24,34,43,49,54,60
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,18,20.8,34.4,34.0,15.4,3.8,2.32,5.98,1.03,2868,0.8043,9,19,24,34,44,50,55,61
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,19,21.1,34.4,34.0,14.5,3.74,2.32,5.98,1.02,2877,0.8068,9,20,25,34,44,49,53,59
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,20,20.6,34.4,34.0,15.7,3.82,2.32,6.11,1.04,2598,0.7285,8,19,24,34,43,50,55,62
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,21,22.3,38.2,38.0,16.9,3.54,2.08,5.86,0.96,1797,0.5039,7,22,28,38,48,55,61,67
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,22,24.8,40.1,40.0,16.7,3.18,1.97,5.03,0.86,1811,0.5079,10,24,30,40,50,57,61,68
Festivi,GRA,33,-13800007410844,Corso di Francia,2,50,21.91,1673.3400000000004,1684.2950000000003,1695.2500000000005,23,24.6,39.9,39.0,17.1,3.2,2.02,5.31,0.87,2007,0.5628,12,24,29,39,49,57,62,71
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,0,17.7,35.8,37.0,16.3,5.08,2.43,8.78,1.0,3055,0.8567,3,20,26,37,46,51,55,62
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,1,18.7,39.0,40.0,18.1,4.8,2.25,8.61,0.95,2514,0.705,3,20,28,40,50,56,61,69
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,2,17.3,43.4,45.0,20.0,5.2,2.0,9.93,1.02,1527,0.4282,3,23,33,45,56,63,68,74
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,3,17.1,44.8,47.0,22.5,5.26,1.92,9.69,1.04,904,0.2535,3,16,33,47,60,67,73,79
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,4,16.7,40.0,42.0,22.0,5.38,2.14,9.55,1.06,1009,0.283,3,14,23,42,55,62,67,76
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,5,16.9,41.0,43.0,22.2,5.33,2.09,9.5,1.05,501,0.1405,3,16,25,43,55,62,71,77
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,6,15.6,42.2,44.0,23.6,5.79,2.05,9.86,1.14,289,0.081,3,13,25,44,60,67,72,80
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,7,19.1,46.4,48.0,21.0,4.71,1.88,9.24,0.93,441,0.1237,3,26,37,48,61,67,72,77
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,8,22.1,46.0,46.0,19.2,4.07,1.96,8.1,0.8,745,0.2089,5,28,36,46,59,65,68,76
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,9,21.5,43.8,45.0,18.4,4.2,2.0,7.98,0.83,1080,0.3029,4,27,35,45,55,60,65,71
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,10,21.2,39.9,40.0,17.0,4.25,2.25,7.7,0.84,1686,0.4728,5,22,30,40,51,57,61,67
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,11,21.0,37.8,38.0,16.1,4.29,2.37,7.54,0.84,2131,0.5976,7,22,28,38,48,54,58,64
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,12,19.3,35.1,36.0,16.1,4.67,2.5,7.86,0.92,2498,0.7005,6,18,25,36,45,51,56,62
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,13,20.2,37.7,38.0,16.6,4.46,2.37,7.99,0.88,2279,0.6391,6,21,28,38,48,53,58,64
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,14,21.3,41.4,42.0,17.1,4.22,2.14,7.93,0.83,1737,0.4871,5,26,32,42,52,58,63,68
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,15,21.2,39.1,40.0,16.2,4.25,2.25,7.62,0.84,2014,0.5648,5,24,30,40,49,55,60,66
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,16,20.8,36.7,37.0,15.2,4.32,2.43,7.68,0.85,2070,0.5805,7,22,28,37,46,52,55,62
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,17,18.6,33.5,34.0,15.5,4.84,2.65,8.23,0.95,2306,0.6467,5,18,23,34,43,49,53,59
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,18,18.2,33.6,34.0,15.7,4.95,2.65,8.1,0.98,2451,0.6873,4,18,23,34,44,50,54,59
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,19,19.3,34.2,35.0,14.5,4.67,2.57,7.8,0.92,2390,0.6702,5,20,25,35,43,49,52,57
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,20,18.1,34.3,35.0,16.0,4.98,2.57,8.88,0.98,2106,0.5906,4,18,24,35,44,50,54,60
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,21,17.9,39.0,40.0,17.9,5.03,2.25,8.99,0.99,1473,0.4131,3,20,28,40,50,56,61,67
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,22,18.0,40.4,43.0,18.3,4.99,2.09,8.94,0.98,1548,0.4341,3,21,31,43,51,57,61,68
Festivi,GRA,34,-13800007467712,Corso di Francia,2,50,25.01,1695.2500000000005,1707.7550000000006,1720.2600000000004,23,18.7,40.2,41.0,18.3,4.81,2.2,8.88,0.95,1719,0.4821,3,22,30,41,51,58,63,71
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,0,30.5,37.8,37.0,13.2,1.8,1.48,2.66,1.0,3065,0.8595,19,25,29,37,46,51,54,61
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,1,33.8,41.4,41.0,15.1,1.62,1.33,1.21,0.9,2539,0.712,18,26,31,41,50,56,61,68
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,2,37.0,46.2,46.0,16.8,1.48,1.19,1.37,0.82,1529,0.4288,20,28,35,46,57,63,68,75
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,3,30.5,47.4,48.0,19.6,1.8,1.14,2.49,1.0,891,0.2499,10,27,36,48,61,67,71,78
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,4,28.1,42.1,43.0,20.1,1.95,1.27,2.58,1.08,1000,0.2804,11,19,26,43,56,63,68,76
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,5,30.0,43.6,45.0,20.4,1.82,1.22,1.99,1.02,497,0.1394,13,21,27,45,57,64,72,78
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,6,32.9,44.3,44.0,19.4,1.66,1.24,1.42,0.93,302,0.0847,16,23,29,44,58,66,70,78
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,7,37.5,47.6,47.0,17.6,1.46,1.16,1.38,0.81,451,0.1265,21,28,34,47,60,66,70,76
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,8,38.1,47.0,47.0,16.6,1.44,1.16,1.25,0.8,752,0.2109,21,29,36,47,58,64,68,75
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,9,37.6,44.8,45.0,14.9,1.46,1.22,1.06,0.81,1105,0.3099,21,29,35,45,55,60,63,70
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,10,33.7,40.6,40.0,14.5,1.62,1.37,1.17,0.9,1724,0.4835,18,26,30,40,50,56,60,66
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,11,31.0,38.4,37.0,14.4,1.77,1.48,1.5,0.98,2195,0.6155,17,24,28,37,47,53,57,63
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,12,27.8,35.5,35.0,14.2,1.97,1.56,1.88,1.1,2568,0.7201,13,21,26,35,44,50,54,61
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,13,29.9,38.2,38.0,14.3,1.83,1.44,2.97,1.02,2313,0.6486,16,24,28,38,47,53,56,63
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,14,35.8,42.6,42.0,14.5,1.53,1.3,1.47,0.85,1768,0.4958,21,28,32,42,51,57,62,67
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,15,33.3,39.8,39.0,14.0,1.64,1.4,1.13,0.92,2068,0.5799,18,25,30,39,49,55,59,64
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,16,30.0,36.9,36.0,13.1,1.82,1.52,1.74,1.02,2104,0.59,17,24,28,36,45,50,54,59
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,17,27.1,33.9,33.0,13.3,2.02,1.66,1.5,1.12,2344,0.6573,13,20,25,33,42,47,51,57
Festivi,GRA,35,-13800006499932,Corso di Francia,2,50,15.2,1720.2600000000004,1727.8600000000004,1735.4600000000005,18,27.3,34.1,33.0,13.5,2.01,1.66,1.7,1.12,2481,0.6957,14,20,24,33,43,48,52,57
